Brand,Total Inventory Value 
"Salazar, Norton and Ramsey",90936.0
Simpson-Torres,155584.0
Short-Manning,5010.0
Porter-Owens,196416.0
"Graves, Owens and Marsh",114840.0
Rivas-Bentley,201135.0
Duffy and Sons,486666.0
Palmer-Frost,617160.0
Chase-Rowland,923222.0
"Ramsey, Sweeney and Mayo",426474.0
Schroeder and Sons,220218.0
Hodges-Conway,296840.0
"Golden, Stevens and Ritter",68400.0
Whitehead LLC,601856.0
Cook-Suarez,198254.0
Sparks-Anthony,419903.0
"Wells, Monroe and Villanueva",56880.0
Holloway-Rubio,822366.0
Patterson-Reid,30345.0
"Coffey, Humphrey and Mccall",223184.0
Barajas-Powell,182073.0
"Owen, Briggs and Beltran",213844.0
Norton PLC,140630.0
Dickson-Jacobson,442264.0
Davidson-Kennedy,39680.0
Mercer PLC,308112.0
Graves LLC,228291.0
Jacobson-Holden,74976.0
Gregory Ltd,37262.0
"Munoz, Brown and Elliott",233704.0
Stone-Dudley,459800.0
"Coleman, Bauer and Landry",23184.0
"Anderson, Landry and Gross",199382.0
"Clayton, Hopkins and Lee",8541.0
Gonzalez and Sons,367107.0
"Rodgers, Cross and Mcmillan",124584.0
Mahoney-Raymond,213108.0
Kidd Group,223331.0
"Barajas, Moran and English",12291.0
"Lawson, Flowers and Jimenez",22308.0
"Weiss, Ponce and Wilkerson",68530.0
Dixon Group,25515.0
Phillips Ltd,497555.0
"Vega, Barker and Cantrell",221186.0
Holden-Landry,159229.0
Fischer Group,229678.0
Sandoval and Sons,736127.0
"Erickson, Blackburn and Strong",256428.0
"Hancock, Greer and King",19320.0
Wade-Adams,872347.0
Robinson PLC,731142.0
"Shea, Smith and Blankenship",4840.0
Hancock-Johns,22794.0
"Andrade, Bender and Reeves",87108.0
Hebert-Moore,27534.0
Waters LLC,594560.0
"Rosario, Mosley and Santos",386096.0
Clay-Gillespie,664832.0
Gates and Sons,637602.0
Nash LLC,177459.0
Lopez-Ferrell,85768.0
Briggs-Boyle,243616.0
Carter-Mcclain,197882.0
Potter-Gill,11772.0
Scott-Meadows,829840.0
Bridges-Dudley,356788.0
"Acevedo, Hartman and Pena",78472.0
"Lucas, Cook and Roy",45243.0
Lamb PLC,236467.0
"Cooper, Mccullough and Gomez",79461.0
"Weber, Mclaughlin and Casey",129276.0
Savage-Rhodes,423030.0
Reed Group,692428.0
"Thornton, Ochoa and Rosario",131120.0
Hammond-Buchanan,231705.0
"Hardin, Moody and Malone",143920.0
"Wilkins, Hunt and Simon",52525.0
Mercado-Johns,187473.0
Rangel-Garrett,295306.0
"Haley, Crosby and Hooper",76400.0
Mcguire-Davis,39785.0
"Forbes, Lutz and Avery",71600.0
Oliver Ltd,76900.0
Proctor and Sons,100899.0
Sellers-Walton,278096.0
Mcintyre-Vasquez,121264.0
Cox-Wilkins,3874.0
Huerta-Ross,643125.0
Casey-Wiley,120528.0
Miles-Estes,18258.0
"Maldonado, Winters and Wu",464380.0
Oconnor Group,752842.0
Soto-Randolph,159685.0
Lyons-Shepherd,5418.0
"Lara, Gonzalez and Hobbs",346075.0
Bailey LLC,80850.0
Franklin-Mcguire,70975.0
Shea Ltd,130616.0
"Gardner, Rodriguez and Singh",405720.0
Garner-Fowler,21350.0
"Wilson, Pineda and Henry",579080.0
"Potter, Stanton and Benitez",36372.0
Wong LLC,746686.0
Mathis-Frazier,116820.0
"Byrd, Hester and Cooper",18561.0
Gomez-Hess,184896.0
Wilkinson-Eaton,98982.0
Bean and Sons,590632.0
"Frost, Bray and Orozco",355500.0
"Kline, Abbott and Wyatt",444428.0
"Benitez, Mckinney and Hunt",287235.0
Blankenship-Stephens,7840.0
Skinner-Fischer,557933.0
"Watts, Simmons and Richard",711348.0
"Key, Kelley and Huff",60860.0
Downs-Cunningham,367092.0
"Hayden, Petersen and Horn",418992.0
"Charles, Clarke and Hooper",8323.0
Rosario Group,403671.0
Dickerson and Sons,20526.0
Roy-Bates,619905.0
Lawson and Sons,255744.0
Payne PLC,76788.0
"Villegas, Bowman and Lamb",31144.0
"Pineda, Mcintosh and Price",410027.0
Cooke-Vaughn,183060.0
Olson Ltd,175656.0
Mathews Group,564244.0
Watts-Turner,188124.0
Barry-Alvarado,257922.0
Daniels-Hodge,204845.0
Mueller-Combs,9828.0
Ayala-Gardner,234600.0
Dawson-Hooper,872347.0
Kline Ltd,297774.0
"Jimenez, Craig and Miles",19240.0
"Mullen, Kramer and Branch",88443.0
Garner-Lynch,86912.0
Russo-Brock,33366.0
Gilbert-Chapman,793480.0
"Molina, Higgins and Shaw",84730.0
Martinez LLC,131024.0
Huffman-Beard,13392.0
Stephens LLC,54912.0
"Schultz, Riddle and Powell",511560.0
Fleming Group,82908.0
"Cordova, Zamora and Matthews",63921.0
"Ingram, Walton and Moss",20619.0
"Day, Sherman and Baxter",5564.0
Tate Inc,343512.0
"Harris, Cook and Riddle",253398.0
Randall and Sons,268568.0
"Calhoun, Barrera and Grant",544048.0
Dixon-Rios,317856.0
"Farley, Nichols and Villa",82820.0
Strickland Group,121705.0
Benjamin LLC,779274.0
Rollins Group,24570.0
"Cameron, Andrews and Reeves",15120.0
Santiago PLC,83424.0
"Stevenson, Pearson and Washington",25830.0
Paul Group,237960.0
"Rice, Keller and Buck",207522.0
Herrera PLC,434070.0
Acevedo-Atkinson,276381.0
Hendrix-Frye,348180.0
Horton-Valencia,259875.0
"Cowan, Fowler and Gardner",540189.0
"Love, Conrad and Boyd",100116.0
Prince-Madden,285012.0
Tate-Fields,911904.0
"Roberts, Richmond and Campbell",232839.0
"Thornton, Steele and Callahan",767142.0
Fuentes-Church,119925.0
Livingston-Richmond,653394.0
"Haney, Pineda and Nichols",307116.0
Giles Group,338086.0
Nash Ltd,2356.0
"Robinson, Contreras and Cowan",324600.0
Burnett Ltd,67704.0
"Bartlett, Trevino and Moran",232638.0
Franco-Dudley,237075.0
"Hayden, Rice and Aguilar",4510.0
Walton Group,153550.0
Underwood PLC,273156.0
"Murray, Rice and Ferrell",72141.0
Bean-Hale,573648.0
"Best, Tate and Cross",195930.0
Warren LLC,46851.0
"Clayton, Porter and Higgins",199888.0
"Lowe, Compton and Lowery",68472.0
"Gaines, Harmon and Ho",232686.0
"Lloyd, Hoover and Wilson",225862.0
Carney Ltd,25376.0
Fuller-Pineda,241725.0
Olson-French,41200.0
Sparks-Watts,110000.0
"Nelson, Macdonald and Garza",326040.0
Acevedo and Sons,903616.0
Hebert-Sanchez,162634.0
Acevedo Ltd,36036.0
"Love, Campos and Barnett",420112.0
Lloyd-Howell,51901.0
Simpson Ltd,107797.0
"Hester, Hodges and Rogers",233739.0
Navarro Ltd,118127.0
Harrell and Sons,196544.0
Marks Inc,168276.0
Short-Drake,543160.0
Kelly-Pruitt,47094.0
"Bennett, Herman and Gonzalez",360400.0
Hughes-Beard,904400.0
Silva Group,244000.0
Aguirre-Eaton,176256.0
"Saunders, Fowler and Maxwell",589417.0
Pugh-Hale,201924.0
"Nash, Weber and Ware",405244.0
"Rocha, Mercado and Bowers",356868.0
Mclean-House,61999.0
"Nash, Hancock and Delgado",714678.0
"Leonard, Christian and Hunt",496400.0
Hughes-Choi,384420.0
"Franklin, Day and Clayton",768792.0
Riggs-Cohen,109252.0
"Bender, Hess and Mccormick",163122.0
Ellison-Ball,133084.0
"Richardson, Keller and Mcfarland",80478.0
"Hardin, Bender and Johnston",232132.0
"Fry, Johns and Wilkerson",355946.0
"Collier, Mcclure and Becker",93728.0
Chandler-Kim,200928.0
"Price, Ramirez and Vance",14940.0
Cochran LLC,31590.0
Shepard Inc,1345546.0
Carpenter LLC,1060355.0
"Blanchard, Mora and Hampton",37572.0
Serrano-Lyons,302991.0
Mathis-Johnson,737713.0
David-Baldwin,3107.0
Winters-Werner,397440.0
Flowers LLC,514140.0
"Sweeney, Cervantes and Christian",397370.0
Nelson PLC,42676.0
Fernandez-Potter,621411.0
Maynard PLC,3073.0
Hebert-Herman,298112.0
"Baker, Barnes and Anthony",131208.0
Gamble LLC,155897.0
"Schwartz, Knight and Odom",313664.0
Meadows-Reyes,193358.0
Peck-Mcknight,401004.0
Nicholson-Walters,609805.0
Roberson-Stephens,111804.0
"Meza, Allison and Manning",742257.0
Foley-Anderson,217318.0
"Lutz, Salinas and Hoffman",376465.0
Huang-Mason,95040.0
"Johns, Fritz and Madden",118360.0
Munoz-Randall,166166.0
Benson Group,596804.0
Yoder PLC,812866.0
"Vasquez, Harmon and Kaiser",849.0
Gillespie Group,143490.0
Hernandez-Brennan,317600.0
"Robinson, Howell and English",37245.0
Barr and Sons,210366.0
Randolph and Sons,58432.0
"Beck, Grimes and Browning",139956.0
"Lambert, Holmes and Henderson",64000.0
Faulkner and Sons,672399.0
"Barrera, Archer and Mcgee",79134.0
Gallegos-Lopez,267322.0
Mendoza-Henderson,498636.0
Mcdonald-Roth,330540.0
Lam Inc,352476.0
Galvan Group,306700.0
Moses-Schneider,99180.0
"Odom, Gardner and Bradshaw",665016.0
Reyes LLC,309573.0
Barr-Mckinney,402636.0
Mullen-Chapman,112518.0
Taylor-Lucero,138180.0
"Carpenter, Wyatt and Boone",684060.0
Arellano-Peck,46368.0
Johns PLC,101808.0
Mcmahon-Murray,152656.0
Mccall Inc,317455.0
"Velez, Simmons and Robbins",585948.0
Potter Ltd,979776.0
"Mullins, Beltran and Castaneda",380205.0
Lucero LLC,125312.0
Davidson-Hayes,460530.0
"Cross, Cisneros and Beasley",451595.0
"Kramer, Levine and Jacobs",12702.0
Jimenez-Melendez,3872.0
"Garcia, Farmer and Sims",81263.0
"Braun, Lee and Estrada",227838.0
"Ellis, Mcclain and Maxwell",98010.0
"Shaw, Hancock and Powers",52056.0
"Walsh, Morris and Singh",475440.0
Swanson-Heath,2051.0
Wilkins-Schmidt,34810.0
Moyer-Christensen,85077.0
Craig-Whitney,113960.0
Crawford Inc,57228.0
Benson Ltd,311465.0
Moore Inc,146780.0
Espinoza-Monroe,74000.0
Flores-Kane,370188.0
Hunt-Griffin,228200.0
Alvarado and Sons,68724.0
Reid Ltd,1153526.0
Eaton and Sons,53044.0
"Avery, Livingston and Meyer",325360.0
Wolfe Inc,285179.0
Michael Group,317133.0
Hurley-Malone,178710.0
"Little, Blackburn and Martinez",197190.0
Larson-Harrison,917462.0
"Heath, Lamb and Mata",438980.0
"Steele, Norton and Pollard",93015.0
Luna Inc,353635.0
Hartman-Weiss,170667.0
Roman-Miranda,451440.0
"Montgomery, Lloyd and Pruitt",392409.0
"Farmer, Barrera and Peterson",250416.0
Leblanc-Bryan,366828.0
Gross-Browning,19040.0
"Mcintyre, Mahoney and Reyes",360159.0
"Rios, Burch and Bond",72489.0
"Camacho, Huerta and Stein",50180.0
Tucker-Little,111502.0
"Carroll, Ochoa and Fleming",5750.0
Bernard Group,60900.0
"Bentley, Howell and Holmes",62730.0
Sanchez PLC,277920.0
"Pierce, Price and Stokes",50652.0
Salazar-Adams,423125.0
Herman-Kirk,377638.0
"Ryan, Wiley and Horton",556920.0
Owens-Kemp,294147.0
"Melendez, Duarte and Nelson",28615.0
Porter-Fuentes,188670.0
Wilkerson PLC,195795.0
Moore-Farrell,307692.0
Noble Ltd,445084.0
Villarreal Inc,680619.0
Sloan-Zimmerman,388890.0
"Strickland, Moore and Green",7268.0
"Knight, Wilson and Herman",374991.0
"Blackwell, Petty and Mcclain",145089.0
"Chen, Huang and Patel",297984.0
Allen PLC,1251873.0
"Schwartz, Mann and Houston",21982.0
Hammond-Macias,383838.0
Vang-Powell,524690.0
Strickland PLC,329904.0
Newman-Rocha,473180.0
Weeks PLC,66612.0
"Rose, Snow and Walton",36200.0
"Gould, Potter and Greene",76172.0
Mays-Briggs,63172.0
Conner PLC,361154.0
"Ryan, Foley and Chan",323204.0
"Ortega, Wiley and Brock",743696.0
Richards LLC,186352.0
Everett Inc,162680.0
Curtis LLC,111200.0
"Melton, Maldonado and Hudson",426915.0
"Bates, Liu and Strong",332728.0
"Hays, Cobb and Stout",477312.0
Rocha and Sons,73283.0
Vance-Rogers,346545.0
"Mcclure, Ray and Briggs",229900.0
"Schroeder, Marquez and Gray",277830.0
Moreno-Yates,120484.0
Wall PLC,360180.0
Strickland Ltd,534.0
Nunez-Riddle,76014.0
"Zamora, Love and Costa",340104.0
"Burnett, Rojas and Guerra",204792.0
Branch Inc,65136.0
Bowman-Mcclure,139650.0
"Gay, Holloway and Cunningham",49005.0
Camacho LLC,614650.0
Taylor-Richard,269335.0
"Calhoun, Dunn and Aguilar",258509.0
Andrews-Donaldson,208.0
"Reese, Travis and Mann",74134.0
Lindsey PLC,332398.0
Evans PLC,514265.0
"Hudson, Hodges and Compton",19500.0
"Bright, Burgess and Trevino",196834.0
Simmons Inc,121542.0
Travis-Herring,723897.0
Madden-Barr,44550.0
"Holt, Estrada and Bennett",547140.0
Cervantes-Reese,58374.0
"Cervantes, Garcia and Nolan",632872.0
"Hayes, Dickson and Kirby",167778.0
Gibbs-Mitchell,60100.0
"Owen, Mora and Armstrong",602252.0
"Evans, Ball and Jones",351072.0
Charles-Young,368928.0
Meyers-Heath,393009.0
Higgins Ltd,549550.0
Colon PLC,486506.0
Shannon-Gallegos,472815.0
Shaffer Group,32524.0
Ali-Atkinson,331678.0
"Day, Shelton and Crosby",265392.0
Simon Group,1336251.0
Winters-Parsons,80580.0
Blankenship-Phelps,43194.0
Cantrell Inc,441380.0
Mcbride LLC,149760.0
"Johnson, Duffy and Harvey",15213.0
Wilkinson-Wilkerson,109440.0
Elliott-Atkins,427200.0
Proctor-Zavala,4788.0
"Arellano, Oliver and Rowe",749148.0
Mcdowell Group,363360.0
Knapp Ltd,48816.0
Miller Ltd,180198.0
"Shepard, Dyer and Conrad",720800.0
Townsend Group,26200.0
"Zimmerman, Thompson and Watkins",162168.0
Burns-Joseph,100485.0
"Beard, Lozano and Sawyer",628150.0
Whitehead-Hill,550727.0
Mckinney-Williamson,460736.0
Espinoza-Schwartz,399938.0
Munoz-Ritter,108528.0
"Padilla, Barton and Glover",662400.0
"Chang, Campos and Nielsen",81144.0
Solis-Middleton,294819.0
Short-Pena,227289.0
"Mccall, Merritt and Dunlap",135603.0
Mendoza-Skinner,221792.0
Randolph-Carey,384200.0
"Cox, Everett and Beasley",520182.0
Kane Group,213732.0
"Neal, Cannon and Wyatt",779545.0
Hamilton-Gaines,301600.0
"Carney, Trujillo and Andrade",277550.0
"Calderon, Berg and Carey",231268.0
Mercado-Reyes,2420.0
Maldonado Inc,756448.0
Burns-Velasquez,106930.0
"Ochoa, Rivers and Mclaughlin",144960.0
Wade-Doyle,122925.0
Fox Group,160800.0
Rush Ltd,337267.0
Johnston Ltd,394217.0
Kerr Inc,446598.0
Stone Inc,541975.0
"Rivas, Huffman and Macias",2592.0
"Merritt, Preston and Dorsey",543720.0
Steele Ltd,476487.0
Cooper-Peters,116316.0
Trujillo-Swanson,92617.0
Higgins-Coleman,29309.0
"Mercer, Mendoza and Lozano",618566.0
Kelley Group,625486.0
Choi-Chen,231360.0
"Wise, Fisher and Brewer",7821.0
Williams-Arellano,220274.0
Cherry and Sons,779384.0
Blair-Griffith,726933.0
Dixon LLC,32118.0
Levine-Gill,428028.0
"Bradshaw, Mccall and Snyder",68460.0
Morrow PLC,305900.0
Owen-Acosta,18018.0
Hancock LLC,265120.0
"Kramer, Lozano and Wiley",562320.0
"Frost, Weiss and Steele",83853.0
Reeves and Sons,611740.0
Rogers-Holden,89159.0
James and Sons,373410.0
"Saunders, Mejia and Ponce",678078.0
Terrell-Martin,49112.0
"Perez, Houston and Curtis",205737.0
Garrison-Stein,427547.0
"Wade, Potter and Keller",656690.0
"Ramos, Leonard and Pope",600060.0
Avery-Norris,61388.0
Wiggins-Atkins,131750.0
"Roth, Hammond and Robles",39775.0
"Flynn, Todd and Stokes",103448.0
"Francis, Buchanan and Finley",776970.0
Sanders-Cain,190384.0
"Spears, Livingston and Oconnell",155262.0
"Potts, Turner and Herman",440254.0
Wang and Sons,226590.0
Terrell-Luna,298080.0
"Shaw, Simon and Richards",85608.0
"Dunn, Lawson and Austin",249392.0
Gaines Inc,704970.0
Barrera Group,85041.0
Fleming-Vasquez,296258.0
Hartman-Holland,90112.0
Melendez LLC,429406.0
"French, Watkins and Meza",45784.0
"Robinson, Macdonald and Nguyen",26792.0
Ball-Wilcox,44322.0
Zuniga-Yates,25888.0
Phillips-Rangel,498780.0
Garcia Ltd,294840.0
Villarreal and Sons,195408.0
Norman and Sons,432854.0
"Stein, Boyer and Frazier",142544.0
Robertson LLC,270918.0
Beard-Stafford,44175.0
Zhang-Goodman,464375.0
Pollard-Booker,211802.0
"Mooney, Sexton and Mcneil",324324.0
Lawrence Inc,30750.0
Armstrong-Simon,389087.0
Pena-Washington,653225.0
Padilla-Glass,143081.0
Evans and Sons,485062.0
"Ferguson, Avery and Riley",24336.0
"Irwin, Owens and Zimmerman",6789.0
Mathews-English,115370.0
Kelly Inc,694467.0
"Nunez, Zavala and Shaw",97918.0
"Duran, Spence and Powers",322665.0
Hart Ltd,76360.0
Spencer PLC,910720.0
"Richard, Hughes and Lopez",21648.0
Haney Ltd,423253.0
Lee-Mahoney,487432.0
"Richard, Hanna and Ross",130093.0
"Sweeney, Sweeney and Mcfarland",72975.0
Wilson-Sawyer,6996.0
Cole-Bright,125300.0
Whitehead-Bishop,61509.0
Shepard Group,270220.0
Riley-Kaufman,60755.0
"Mcgrath, Logan and Allison",182865.0
Rhodes and Sons,109044.0
House-Strickland,279287.0
Atkinson PLC,198322.0
"Salas, Reese and Wilcox",104091.0
Ford Inc,207664.0
Bright Group,287289.0
"Clay, Singh and Farrell",30932.0
Brooks-Bauer,7844.0
Raymond Ltd,332672.0
Gentry-Murphy,184473.0
"Estrada, Bullock and Sims",615488.0
Haynes Ltd,238119.0
Molina-Lucero,290820.0
King and Sons,184462.0
"Jennings, Johns and Franklin",30744.0
Peters Ltd,43921.0
"Wang, Bartlett and Bender",217384.0
Clarke PLC,397157.0
"Barrett, Barnett and Schroeder",167936.0
"Hurst, Vaughan and Cortez",85352.0
Hendricks PLC,741434.0
"Ingram, Fowler and Gillespie",68013.0
"Zamora, Shaw and Burns",362490.0
"Navarro, Baker and Warren",338560.0
Wells-Holland,347628.0
Mayer-Lopez,106334.0
Norton-Thornton,407511.0
"Faulkner, Wilcox and Jefferson",87412.0
"Farley, Dixon and Dillon",86595.0
King-Drake,42.0
"Ponce, Shaffer and Holder",357374.0
"Kim, Boyd and Wu",164379.0
"Thompson, Jackson and Vargas",296100.0
Francis and Sons,46746.0
Mccormick-Elliott,246675.0
Vaughn LLC,1054701.0
Olsen-Savage,130285.0
Cooper-Reese,8850.0
"Farrell, Marks and Downs",138700.0
"Newton, Todd and Sims",211118.0
Erickson-Mayer,194416.0
Maddox-Mays,39886.0
Cordova Group,532779.0
Barajas-Logan,465608.0
"Crane, Boyle and Mckenzie",120120.0
Little Inc,15438.0
Price Ltd,118335.0
Marks-Marks,173280.0
Cruz-Jacobson,443124.0
Prince Group,463437.0
Price Inc,100430.0
"Chaney, Lee and Cannon",83025.0
Harmon LLC,731188.0
Wolfe Ltd,31825.0
Stark-Wagner,155250.0
Spencer Group,370368.0
"Lindsey, Burgess and Mathews",376652.0
"Huynh, Hurst and Boone",506912.0
"Cantrell, Barnett and Duncan",17784.0
"Ponce, Jennings and Sheppard",54534.0
Ritter-Villarreal,200974.0
Golden-Hubbard,872100.0
Sandoval Inc,233934.0
Bender-Cherry,138138.0
Herring-Moon,282340.0
Miranda-Jacobson,8701.0
Monroe Group,63360.0
"Olson, Roberts and Lutz",147934.0
Townsend-Phillips,132940.0
Sparks LLC,259896.0
Pitts-French,116580.0
"Armstrong, Vargas and Russo",260224.0
"Mcpherson, Campos and Tyler",525051.0
Blanchard Group,443602.0
Henderson-Schwartz,89166.0
Grant Inc,34752.0
Combs Ltd,645920.0
Mccann PLC,306139.0
Hickman-Lawrence,191197.0
Moses Inc,984055.0
Ayers-Solis,358400.0
Shaw and Sons,62784.0
Morrow-Kaiser,644032.0
"Booth, Haley and Ponce",268213.0
Strickland-Meza,543576.0
Donovan and Sons,255916.0
Moody-Wiley,112776.0
"Montoya, Nixon and Hines",68200.0
"Delgado, Everett and Kidd",264670.0
Morris Group,1370896.0
Green-Montgomery,14940.0
"Mercado, Madden and Gordon",102515.0
Fuentes-Griffin,203696.0
Yu-Larson,144024.0
Fowler-Hancock,576408.0
Hinton Inc,384414.0
"Alexander, Snow and Gardner",59670.0
Payne Inc,245178.0
Hinton-Cain,129360.0
Yu-Moody,135280.0
Cain-Foley,134400.0
Lee Group,554354.0
"Walters, Parks and Carr",10044.0
"Vang, Hughes and Dixon",621760.0
Ayala-Obrien,487932.0
"Tyler, Valentine and Shannon",295947.0
"Swanson, Solomon and Sullivan",545058.0
"Hebert, Davis and Lee",443000.0
Fuentes Group,285498.0
Carroll PLC,251636.0
"Coffey, Williamson and Graves",98102.0
Murphy and Sons,309420.0
Fowler Inc,398043.0
"Blackwell, Simon and Bradshaw",397902.0
"Dean, Ponce and Hahn",82512.0
"Stein, Hall and Ewing",180810.0
Hahn-Wyatt,563946.0
Travis-Winters,389656.0
"Potts, Martin and Maldonado",181164.0
Farmer-James,5775.0
"Walter, Burton and Walsh",148140.0
Bowen PLC,265275.0
"Wilcox, Bass and Pierce",8228.0
"Giles, Klein and Andersen",138950.0
Meadows-Caldwell,67257.0
Black PLC,446028.0
Morris-Morse,16848.0
Goodman-Burch,805701.0
