Brand,Average Price 
Mathews-English,830.0
Kelly Inc,801.0
"Nunez, Zavala and Shaw",566.0
"Duran, Spence and Powers",735.0
Hart Ltd,115.0
Spencer PLC,655.0
"Richard, Hughes and Lopez",22.0
Haney Ltd,485.5
Lee-Mahoney,638.0
"Richard, Hanna and Ross",779.0
"Sweeney, Sweeney and Mcfarland",139.0
Wilson-Sawyer,212.0
Cole-Bright,140.0
Whitehead-Bishop,203.0
Shepard Group,916.0
Riley-Kaufman,145.0
"Mcgrath, Logan and Allison",365.0
Rhodes and Sons,156.0
House-Strickland,367.0
Atkinson PLC,461.0
"Salas, Reese and Wilcox",157.0
Ford Inc,802.0
Bright Group,411.0
"Clay, Singh and Farrell",836.0
Brooks-Bauer,74.0
Raymond Ltd,452.0
Gentry-Murphy,927.0
"Estrada, Bullock and Sims",652.0
Haynes Ltd,357.0
Molina-Lucero,740.0
King and Sons,298.0
"Jennings, Johns and Franklin",122.0
Peters Ltd,263.0
"Wang, Bartlett and Bender",937.0
Clarke PLC,365.5
"Barrett, Barnett and Schroeder",512.0
"Hurst, Vaughan and Cortez",94.0
Hendricks PLC,778.0
"Ingram, Fowler and Gillespie",99.0
"Zamora, Shaw and Burns",843.0
"Navarro, Baker and Warren",368.0
Wells-Holland,982.0
Mayer-Lopez,158.0
Norton-Thornton,729.0
"Faulkner, Wilcox and Jefferson",533.0
"Farley, Dixon and Dillon",753.0
King-Drake,14.0
"Ponce, Shaffer and Holder",914.0
"Kim, Boyd and Wu",349.0
"Thompson, Jackson and Vargas",630.0
Francis and Sons,318.0
Mccormick-Elliott,345.0
Vaughn LLC,419.25
Olsen-Savage,355.0
Cooper-Reese,590.0
"Farrell, Marks and Downs",950.0
"Newton, Todd and Sims",746.0
Erickson-Mayer,838.0
Maddox-Mays,259.0
Cordova Group,741.0
Barajas-Logan,484.0
"Crane, Boyle and Mckenzie",728.0
Little Inc,62.0
Price Ltd,805.0
Marks-Marks,608.0
Cruz-Jacobson,594.0
Prince Group,663.0
Price Inc,830.0
"Chaney, Lee and Cannon",225.0
Harmon LLC,832.0
Wolfe Ltd,95.0
Stark-Wagner,450.0
Spencer Group,459.0
"Lindsey, Burgess and Mathews",986.0
"Huynh, Hurst and Boone",868.0
"Cantrell, Barnett and Duncan",494.0
"Ponce, Jennings and Sheppard",122.0
Ritter-Villarreal,514.0
Golden-Hubbard,950.0
Sandoval Inc,921.0
Bender-Cherry,429.0
Herring-Moon,380.0
Miranda-Jacobson,791.0
Monroe Group,480.0
"Olson, Roberts and Lutz",323.0
Townsend-Phillips,230.0
Sparks LLC,312.0
Pitts-French,870.0
"Armstrong, Vargas and Russo",428.0
"Mcpherson, Campos and Tyler",771.0
Blanchard Group,757.0
Henderson-Schwartz,462.0
Grant Inc,96.0
Combs Ltd,656.0
Mccann PLC,267.5
Hickman-Lawrence,347.0
Moses Inc,989.0
Ayers-Solis,640.0
Shaw and Sons,981.0
Morrow-Kaiser,928.0
"Booth, Haley and Ponce",659.0
Strickland-Meza,568.0
Donovan and Sons,467.0
Moody-Wiley,762.0
"Montoya, Nixon and Hines",200.0
"Delgado, Everett and Kidd",266.0
Morris Group,753.0
Green-Montgomery,180.0
"Mercado, Madden and Gordon",145.0
Fuentes-Griffin,232.0
Yu-Larson,204.0
Fowler-Hancock,658.0
Hinton Inc,811.0
"Alexander, Snow and Gardner",170.0
Payne Inc,257.0
Hinton-Cain,330.0
Yu-Moody,356.0
Cain-Foley,192.0
Lee Group,504.0
"Walters, Parks and Carr",372.0
"Vang, Hughes and Dixon",670.0
Ayala-Obrien,876.0
"Tyler, Valentine and Shannon",873.0
"Swanson, Solomon and Sullivan",642.0
"Hebert, Davis and Lee",886.0
Fuentes Group,401.5
Carroll PLC,946.0
"Coffey, Williamson and Graves",181.0
Murphy and Sons,405.0
Fowler Inc,306.0
"Blackwell, Simon and Bradshaw",799.0
"Dean, Ponce and Hahn",764.0
"Stein, Hall and Ewing",441.0
Hahn-Wyatt,974.0
Travis-Winters,424.0
"Potts, Martin and Maldonado",974.0
Farmer-James,525.0
"Walter, Burton and Walsh",180.0
Bowen PLC,393.0
"Wilcox, Bass and Pierce",34.0
"Giles, Klein and Andersen",175.0
Meadows-Caldwell,423.0
Black PLC,682.0
Morris-Morse,648.0
Goodman-Burch,849.0
"Robertson, Spencer and Montes",158.0
Hubbard Group,582.0
Taylor-Reyes,287.0
Bush-Fischer,21.0
"Moran, Choi and Mitchell",837.0
"Lawson, Pennington and Jarvis",273.0
"Bean, Doyle and Stephenson",375.0
Santos and Sons,364.0
Vasquez-Ramirez,552.0
Boyd Ltd,401.0
Ali-Elliott,760.0
Neal-Kirby,695.0
Clements PLC,972.0
Gilmore-Mata,196.0
"Patterson, Atkinson and Klein",618.0
Brooks-Hancock,766.0
Lang-Hess,631.0
"Castillo, Durham and Dixon",379.0
Valentine LLC,86.0
Berry-Valdez,776.0
"Khan, Bullock and Payne",357.0
Mckay-Harrington,58.0
Patton-Rhodes,183.0
"Luna, Washington and Bean",750.0
"Greene, Ortega and Bernard",723.0
"Hawkins, Baker and Martinez",389.0
Allison-Pierce,212.0
Gardner LLC,39.0
Roy-Chan,733.0
Hudson-Clarke,295.0
"Reese, Rios and Bradford",610.0
Patterson-Baxter,197.0
Gray and Sons,158.66666666666666
Fox and Sons,932.0
Doyle-Boyle,725.0
Kemp-Pratt,819.0
Rollins-Chaney,570.0
"Quinn, Shields and Olsen",18.0
Boone Group,664.0
Yates Ltd,899.0
Clarke-Ross,388.0
Vincent Group,967.0
Orozco-Willis,185.0
Tucker Inc,352.5
"Cannon, Hancock and Rogers",851.0
Lang-Santana,574.0
Mendez Inc,580.0
"Petty, Roy and Cain",706.0
"Sellers, Bauer and Padilla",875.0
"Harrington, Levy and Barker",63.0
Lynn and Sons,532.0
Burton-Long,711.0
Bolton Ltd,876.0
Coleman-Lane,81.0
Strong PLC,834.0
Madden-Simmons,964.0
Anthony LLC,794.0
Martin LLC,791.0
"Mosley, Oconnor and Hopkins",721.0
"Reynolds, Barrera and Carney",866.0
Mays LLC,723.0
Rodgers LLC,955.0
Rubio PLC,438.5
Wilson Ltd,507.0
"Sellers, Chavez and Park",328.0
"Richardson, Frederick and Conway",352.0
"Horne, Blackburn and Lang",811.0
"Silva, Larsen and Sellers",546.0
"Nichols, Johns and Aguirre",233.0
Hahn-Forbes,868.0
Sweeney Inc,798.0
"Garrison, Lynch and Robinson",736.0
Mcmahon Inc,500.0
"Fritz, Haas and Howell",839.0
Bryan-Ryan,440.0
Santana-Colon,877.0
Daniels and Sons,810.0
Marshall-Vaughn,561.0
Johnston and Sons,572.0
Riley-Blanchard,903.0
"House, Hogan and Ponce",513.0
"Riggs, Bailey and Larsen",775.0
Church-Hutchinson,225.0
Banks-Fowler,836.0
"Howell, Boone and Serrano",635.0
"Giles, Simmons and Cross",53.0
Carr and Sons,780.5
"Krueger, Lynch and Benjamin",743.0
"Velez, Powers and Crane",940.0
"Macdonald, Todd and Casey",863.0
Johnson-Church,314.0
Griffin-George,605.0
Morton and Sons,260.0
Hodges LLC,880.0
Singleton-Stark,171.0
Davenport-Riggs,625.0
"Thompson, Pham and Armstrong",439.0
Gamble and Sons,784.0
Snow LLC,116.0
Calhoun PLC,300.0
Cuevas Inc,586.0
Golden-Estes,422.0
Mullen Ltd,649.5
"Blankenship, Giles and Trujillo",793.0
"Zavala, Henderson and Cobb",523.0
Chen-Drake,375.0
Burns PLC,467.5
Graham Ltd,223.0
"Melendez, Nguyen and Johnson",561.0
Rhodes-Mora,245.0
Lang and Sons,480.0
"Bowers, Kent and Merritt",837.0
Hendricks LLC,863.0
"Mcconnell, Rangel and Brennan",755.0
Wall-Mack,388.0
Mcfarland-Henry,840.0
Hendricks Group,9.0
Patton-Stone,723.0
"Weber, Douglas and Bowen",73.0
Hardin Inc,58.0
French-Everett,370.0
"Howard, Michael and Hammond",129.0
Rogers Group,193.0
Moon-Barnett,959.0
Pena Group,663.0
Walters-Solis,84.0
Hensley Inc,289.0
Mclaughlin-Villegas,299.0
Harmon-Wilkinson,43.0
Ross LLC,664.0
Graham-Stewart,170.0
Kemp PLC,394.0
Farrell-Coffey,670.0
Pace Inc,433.0
Rivers LLC,761.0
Baxter Ltd,968.0
Acevedo-Solis,949.0
Hensley and Sons,316.0
"Griffith, Huynh and Nichols",838.0
Keller PLC,458.0
"Pittman, Price and Erickson",626.0
"Christian, Bray and Allen",611.0
Goodwin-Erickson,644.0
Barnett LLC,24.0
"Strong, Fry and Booker",474.0
Bullock-Irwin,363.0
Doyle-Gamble,292.0
Gregory PLC,33.0
Mosley-Schaefer,199.0
"Bernard, Wade and Randolph",55.0
"Avery, Franco and Butler",768.0
"Pace, Joseph and Ortiz",465.0
Shields-Dalton,628.0
Orozco LLC,836.0
Huffman-Hays,186.0
Larson Group,330.5
Wright-Callahan,834.0
"Wall, Yoder and Hogan",951.0
Fuentes Ltd,401.0
Farrell Inc,590.0
Norman-Lynn,694.0
Cameron-Montoya,718.0
"Mercado, Hansen and Harrison",387.0
"French, Mclaughlin and Carroll",849.0
Duke LLC,328.0
"Cooke, Mcmillan and Kirby",387.0
"Leon, Stanley and Cortez",591.0
Harrington PLC,424.0
Campos PLC,754.0
Howard-Mccann,994.0
"Charles, Ramos and Hancock",580.0
Lyons-Chen,850.0
Bush-Goodwin,264.0
"Erickson, Moran and Johnson",421.0
"Cortez, Perry and Shelton",459.0
Cisneros Ltd,510.0
Buchanan LLC,882.0
Rangel-Cooke,853.0
"Robertson, Sawyer and Mcfarland",884.0
Case-Love,921.0
Kidd-Ramsey,939.0
Kent-Gibson,165.0
Richardson-Avila,288.0
Gould Inc,62.0
Hanna Ltd,883.5
Green-Petty,194.0
Hahn-Costa,77.0
Hale-Mullins,197.0
Weiss and Sons,955.0
Hill Ltd,187.0
"Benjamin, Lewis and Bennett",822.0
"Bryan, Estrada and Watson",162.0
"Graves, Chen and Richmond",152.0
Chan-Blair,391.0
"Moran, Krause and Gould",615.0
"Orozco, Reid and Juarez",75.0
Cain Group,282.0
"Hicks, Walters and Li",716.0
"Leonard, Downs and Yates",747.0
"French, Sexton and Fitzgerald",81.0
"Kline, Lamb and Cardenas",576.0
"Walters, Austin and Hodges",662.0
Stafford Group,127.0
Moon-Ho,786.0
"Scott, Cochran and Spears",715.0
"Howe, Romero and Roth",834.0
Carney-Wells,164.0
Cantu-Donovan,211.0
Higgins-Ritter,945.0
Gutierrez-Delacruz,108.0
"Eaton, Romero and Rollins",228.0
Dyer-Cortez,450.0
"Roberson, Dixon and Wallace",597.0
Lyons-Casey,98.0
Li-Pineda,779.0
Huber PLC,694.0
Olson PLC,699.0
"Riley, Montgomery and Navarro",833.0
Nunez-Todd,987.0
Glass-Callahan,350.0
Brock Ltd,210.0
"Lutz, Ferrell and Mullen",459.0
"Krause, Krueger and Mack",433.0
Paul PLC,655.5
Pham-Vasquez,138.0
"Acevedo, Conner and Gardner",333.0
"Bryan, Stafford and Tapia",920.0
Bray LLC,514.0
Joyce-Deleon,623.0
Higgins-Gregory,437.0
Reed LLC,663.0
Combs-Esparza,677.0
Terrell-Arellano,22.0
"Strickland, Kaiser and Villegas",996.0
"Jones, Galloway and Johns",556.0
"Hays, Bowman and Palmer",462.0
Baldwin Group,877.0
Russell-Roy,159.0
Lozano Ltd,277.0
Velazquez-Eaton,830.0
Schmidt-Hodges,908.0
"Tucker, Jimenez and Cook",948.0
"Padilla, Faulkner and Carr",277.0
Gallegos-Richmond,713.0
"Little, Gray and Fuentes",612.0
Howard LLC,503.0
Bray-Mcconnell,147.0
Rhodes Group,557.0
Gillespie Ltd,132.0
Lawrence Ltd,484.0
"Lucero, Barton and Duncan",76.0
Glass LLC,665.5
"Norris, Guzman and Lewis",996.0
Rowe-Wise,412.0
Compton Ltd,997.0
"Vang, Hoover and Benjamin",947.0
"Warner, Coleman and Best",535.0
Bruce Ltd,709.0
"Cobb, Walters and Chan",919.0
Hayes Group,957.0
Holloway LLC,548.5
"Norton, Avila and Pittman",452.0
"Gay, Vaughn and Obrien",206.0
Gallegos-Porter,347.0
Montes-Shepard,435.0
Ritter-Hardin,165.0
Duke-Banks,56.0
"Rogers, Lloyd and Dillon",526.0
"Hayden, Lamb and Yang",365.0
Case-Stark,815.0
"Landry, Collins and Walters",999.0
"Webb, Aguirre and Glass",214.0
"Robinson, Bray and Wright",300.0
"Mckay, Campbell and Myers",409.0
Potter-Shaffer,68.0
Donaldson PLC,433.0
Duran PLC,655.6666666666666
"Williams, Aguilar and Meadows",43.0
"Mccullough, Barnes and Cabrera",896.0
"Terry, Bush and Cantu",502.0
"Henderson, Espinoza and Pena",706.0
Murray PLC,747.0
Proctor LLC,669.0
Castaneda-Zavala,533.0
"Levy, Braun and Doyle",114.0
"Johns, Dunn and Chung",349.0
"Sawyer, Baird and Kidd",589.0
Mcintosh-Mccarty,41.0
Freeman-Santiago,590.0
"Burnett, Frank and Jarvis",232.0
"Woodard, Nguyen and Khan",368.0
"Winters, Logan and Simpson",471.0
Goodwin-Ellis,789.0
Leon LLC,247.0
James-Travis,545.0
Lynch-Weiss,603.0
Fowler-Byrd,750.0
Cohen-Hodge,859.0
"Anthony, Tyler and Farrell",238.0
Lang PLC,660.0
Rowe PLC,74.0
Cordova PLC,309.0
Gutierrez-Wong,889.0
Parker-Greene,231.0
Ramsey PLC,877.0
Valentine Ltd,163.0
Bradford PLC,901.5
"Price, Rose and Pugh",214.0
Tapia PLC,918.5
Maddox-Fuller,266.0
Gomez-Booth,654.0
"Krause, Blair and Robles",94.0
Mcknight-Hinton,685.0
Hughes Inc,616.0
Cuevas and Sons,847.3333333333334
"Chung, Savage and Mckee",795.0
"Bradford, Bolton and Zavala",717.0
"Gallagher, Ortega and Mejia",436.0
"Delgado, Barber and Barrera",616.0
"Garcia, Holder and Riggs",604.0
Silva-Barton,58.0
Hampton-Caldwell,824.0
Booker and Sons,997.0
"Whitaker, Pace and Skinner",966.0
Monroe-Bruce,133.0
"Hood, Santana and Shaw",184.0
Waters-Burch,773.0
"Mendez, Weeks and Barrett",527.0
"Mills, Blackwell and Bond",31.0
Savage-Booker,823.0
Barajas LLC,247.0
"Roberson, Cisneros and Pennington",939.0
Hanson-Jacobson,379.0
Ortega-Wolf,158.0
Rhodes LLC,482.0
"Roth, Daniels and Whitney",510.0
Mckay-Jimenez,96.5
"Tucker, Ayala and Cochran",968.0
Fitzpatrick and Sons,99.5
Jimenez-Ferrell,397.0
"Sanford, Swanson and Larson",804.0
Huang Ltd,856.0
"Hull, Kemp and Dunn",896.0
"Barron, Dickson and Cuevas",930.0
"Barnett, Reyes and Park",849.0
Stout Inc,598.0
"Dickerson, Hudson and Cook",253.0
"Hull, Larson and Zhang",927.0
Bailey Ltd,317.0
"Nash, Dawson and Pearson",720.0
"Jacobs, Harrington and Kelly",634.0
Delgado-Nunez,242.0
Mitchell PLC,440.0
Walls-Allen,794.0
Shields Inc,726.0
Randolph-Cuevas,517.0
Rose-Walls,972.0
"Mckay, Mathis and Reese",474.0
"Andrews, Cortez and Hall",798.0
"Sparks, Hill and Farrell",596.0
"Hall, May and Armstrong",510.0
Barry LLC,575.0
"Anderson, Pierce and Garrison",206.0
"Hess, Bolton and Walter",395.0
Frost LLC,227.0
Kirby-Atkins,629.0
"Archer, Herrera and Novak",48.0
Stevens-Wang,718.0
Yates Group,733.0
"Wilkinson, Washington and Warner",935.0
Castro-Mays,166.0
Schmitt and Sons,798.0
Gibson-Palmer,285.0
"Huerta, Orr and Brandt",308.0
Wilson-Abbott,827.0
Snyder-Santiago,639.0
Fernandez-Horton,624.0
Hensley-Gould,519.0
Gates-Blackburn,852.0
"Chang, Clarke and Marshall",294.0
"Fowler, Martin and Hodge",470.0
"Barber, Sandoval and Pham",237.0
Roy-Avery,272.0
"Hendrix, Saunders and Levy",792.0
"Carson, Hahn and Koch",779.0
Kennedy and Sons,751.0
"Schroeder, Lawrence and Downs",575.0
Sullivan-Mathis,134.0
"Wiggins, Meza and Horne",402.0
Willis-Watkins,558.0
Petty Inc,820.0
Sparks-Manning,932.0
"Hobbs, Wolfe and Villa",903.0
Erickson and Sons,670.0
Mendez-Diaz,982.0
Ritter-Nielsen,852.0
Sellers-Robinson,918.0
Ortiz-Lowery,391.0
"Holland, Rose and Acosta",528.0
"Macias, Mcclain and Andersen",796.0
Fleming-Vincent,626.0
"Ward, Fox and Finley",934.0
"Pena, Fowler and Simpson",28.0
Larsen-Meza,297.0
"Cantu, Small and Chandler",986.0
Quinn and Sons,367.0
Mckenzie Ltd,375.6666666666667
Foster-Gomez,803.0
Crosby-Krueger,820.0
King-Gould,318.0
Mathis Inc,602.0
Ellis-Horne,754.0
Gonzalez-Moody,357.0
Calhoun-Chapman,477.0
Lane Inc,839.0
"Leach, Holloway and Jenkins",698.0
Haas Inc,952.0
Molina-York,456.0
Allen-Orozco,179.0
"Farmer, Flores and Brennan",984.0
Green Ltd,978.0
Rojas-Heath,819.0
Mcclain and Sons,273.0
Mcintosh-Robbins,180.0
Murillo Group,738.0
George Inc,545.5
Vang Inc,585.0
Jordan PLC,703.5
Davidson-Small,298.0
Decker and Sons,458.0
Mcfarland-Owens,403.0
"Nash, Wagner and Monroe",465.0
"Galvan, Woodard and Newman",404.0
Curry Inc,801.0
"Mccall, Schmitt and Nash",32.0
Hutchinson-Bradshaw,876.0
Gould-Hartman,445.0
"Orozco, Harmon and Kline",691.0
Buckley Inc,513.75
Malone and Sons,690.0
Dean Ltd,5.0
Mcpherson Inc,795.5
"Cole, Lynch and Chaney",230.0
"Pace, Grant and Rice",654.0
"Hart, Livingston and Duncan",174.0
Barnett-Bailey,613.0
Payne-Garner,135.0
Harrison LLC,301.0
Perez LLC,300.0
Mcintyre Inc,244.0
"Hale, Zamora and Pratt",195.0
"Bean, Fox and Colon",137.0
"Cooley, Skinner and Cross",201.0
Roy-Marquez,829.0
Clark-Scott,107.0
Graham-Casey,577.0
"Leblanc, Terry and Dickerson",586.0
Aguirre-Brady,273.0
Sheppard Inc,857.0
"Bright, Cooley and Farrell",456.0
"Alexander, Morton and Nielsen",536.0
Ali-Perry,765.0
"Coleman, Hamilton and Gill",943.0
Dean PLC,784.0
"Carr, Prince and Peck",364.0
Robinson Inc,489.0
Zuniga-Allen,496.0
"Dyer, Walters and Stanley",628.0
"Cox, Tran and Mathis",712.0
"Hamilton, Crane and Watson",864.0
Mullins-Frank,417.0
Boyd Inc,575.0
"Barnett, Haas and Mcintyre",343.0
Oconnell Inc,333.0
Orr-Franco,645.0
Santana-Garza,101.0
Murillo PLC,396.5
"Ashley, Costa and Keller",61.0
Case and Sons,926.0
"Paul, Oliver and Mcclain",129.0
Finley and Sons,847.0
Cobb-Long,322.0
Perry-Jenkins,558.0
Mercado-Hammond,884.0
Tapia-Ramsey,79.0
Guzman Ltd,740.0
Bowman-Baldwin,434.0
Short-Harmon,932.0
"Morton, Braun and Herrera",613.0
Dalton LLC,858.0
"Cruz, James and Chase",429.0
Ward-Key,92.0
Howard-Stanton,413.0
"Fritz, Farmer and Jones",395.0
"West, Clay and Ayers",245.0
"Horn, Phillips and Kelly",343.0
Wong-Calhoun,132.0
Booth-Ortega,468.0
"Macias, Greer and Page",49.0
Acevedo PLC,586.0
Michael and Sons,478.0
"Payne, Salinas and Hayden",909.0
White Group,943.0
Holden and Sons,359.0
Irwin Group,138.0
Conley-Roth,750.0
Mcdowell-Ramos,880.0
Downs Inc,659.5
Green-Mccullough,272.0
Evans-Carr,66.0
"Malone, Bridges and Marsh",448.0
Calderon-Chen,22.0
Cervantes Inc,653.0
Cordova and Sons,163.0
Mayer Inc,804.0
Woods-Lynch,237.0
"Cuevas, Archer and English",573.0
Boyle and Sons,180.0
Snyder and Sons,229.0
Mcclure Ltd,718.0
"Ortiz, Hardy and Ashley",330.0
Kelley PLC,246.0
Key and Sons,746.0
Lara-Obrien,399.0
"Stephenson, Matthews and Potter",274.0
Reynolds-Garrett,474.0
Campbell-Zimmerman,992.0
Morgan-Poole,60.0
"Abbott, Lynch and Warner",521.0
Yu PLC,363.0
Crawford PLC,821.0
Nixon-Morales,733.0
"Schmitt, Davidson and Farrell",55.0
"Hogan, Roth and Parsons",788.0
Colon-Gaines,336.0
"Hood, Campos and Calhoun",258.0
Franco Ltd,864.0
Craig Group,576.0
Rhodes-Willis,812.0
Ingram-Garza,175.0
Leonard PLC,631.0
"Schultz, Huffman and Lam",944.0
Skinner PLC,808.0
Oneal Ltd,76.0
"Singleton, Vega and Ewing",388.0
"Long, Hodges and Brown",845.0
Lambert-Hardin,539.0
Mccarthy-Joseph,423.0
"Holden, Villanueva and White",807.0
Pace-Weeks,739.0
Orozco-Burton,661.0
"Bartlett, French and Williamson",947.0
Landry-Caldwell,955.0
"Gordon, Little and Larson",887.0
Chan-Summers,123.0
"Price, Burns and House",553.0
Reyes Ltd,637.5
Carlson Group,918.0
Fields Inc,885.0
Harris-Quinn,194.0
Castillo LLC,813.0
"Gates, Mcbride and Murillo",280.0
Buck LLC,746.0
Reilly-Castaneda,308.0
Hester-Ellison,783.0
"Johnson, Pratt and Key",289.0
"West, Valdez and Castaneda",838.0
Small-Wolf,725.0
"Barker, Ho and Rangel",95.0
Pena-Zavala,758.0
Cole LLC,290.0
Ashley and Sons,258.0
Ward-Blair,54.0
Davila-Foley,532.0
"Schaefer, Mata and Kirk",970.0
"Rosario, Stevenson and Ayers",804.0
Sosa-Snow,800.0
Forbes LLC,74.0
"Weaver, Ritter and Arellano",569.0
York-Valdez,762.0
Thornton Inc,96.0
"Price, Joyce and Whitney",712.0
"Giles, Hutchinson and Macias",908.0
"Reeves, Conley and Houston",133.0
Ho-Mcclure,53.0
"Bender, Patterson and Nash",656.0
Reyes-Andrade,527.0
Mcmillan-Burch,925.0
Lam Group,398.5
"Rush, Stewart and Hughes",232.0
Cisneros-Garza,174.0
Nguyen-Howell,720.0
Roach-Greer,850.0
Bautista-Bowers,575.0
Browning Ltd,670.5
Norton-Wright,699.0
Huynh-Kerr,204.0
Richards-Dickerson,390.0
Gill-Nelson,512.0
"Valenzuela, Mooney and French",551.0
"Hooper, Hicks and Jefferson",583.0
"Wu, Mann and Ford",344.0
Pacheco-Ortega,999.0
"Haley, Knox and Frazier",62.0
Strickland-Costa,600.0
Boyer Ltd,305.0
Petersen-Vance,977.0
"Ramirez, Blanchard and Berry",678.0
"Barron, Owens and Guzman",234.0
Hughes-Knox,583.0
Davis LLC,289.5
"Cline, Nash and Garcia",284.0
Mcknight-Gregory,94.0
Ellison-Warner,777.0
"Cox, Mejia and Burke",166.0
Warner-Meyers,123.0
Burch and Sons,250.0
"Michael, Velazquez and Duran",601.0
Dennis-Daniel,464.0
"Ward, Ellis and Hardy",579.0
Spears-Townsend,425.0
Dalton-Lynch,481.0
"Rollins, Blankenship and Rivas",96.0
Murillo-Valentine,183.0
Erickson Inc,460.0
"Cunningham, Zavala and Patrick",250.0
Curry Ltd,310.0
"Russo, Frost and Huang",249.0
"Decker, Hardy and Roman",850.0
"Day, Preston and Webb",45.0
Lane-Oconnell,118.0
"Bowers, Wiggins and Waller",142.0
